Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
227,Clinical Psychology Review,Clinical Psychology Review, 02727358,255,5.653
228,Information Fusion,Information Fusion,18726305,156,5.647
228,Information Fusion,Information Fusion, 15662535,156,5.647
229,Marketing Science,Marketing Science,07322399,153,5.643
229,Marketing Science,Marketing Science, 1526548X,153,5.643
230,IEEE Transactions on Cybernetics,IEEE Transactions on Cybernetics,21682275,185,5.641
230,IEEE Transactions on Cybernetics,IEEE Transactions on Cybernetics, 21682267,185,5.641
231,Organization Science,Organization Science,15265455,281,5.632
231,Organization Science,Organization Science, 10477039,281,5.632
232,IEEE Communications Magazine,IEEE Communications Magazine,1636804,282,5.631
233,NCHS data brief,NCHS data brief,19414927,95,5.622
233,NCHS data brief,NCHS data brief, 19414935,95,5.622
234,Perspectives on Psychological Science,Perspectives on Psychological Science,17456916,181,5.597
234,Perspectives on Psychological Science,Perspectives on Psychological Science, 17456924,181,5.597
235,Annual Review of Biophysics,Annual Review of Biophysics,19361238,172,5.561
235,Annual Review of Biophysics,Annual Review of Biophysics, 1936122X,172,5.561
236,Nature Chemical Biology,Nature Chemical Biology,15524469,259,5.558
236,Nature Chemical Biology,Nature Chemical Biology, 15524450,259,5.558
237,Nature Reviews Psychology,Nature Reviews Psychology,27310574,17,5.549
238,Annual Review of Environment and Resources,Annual Review of Environment and Resources,15452050,147,5.501
238,Annual Review of Environment and Resources,Annual Review of Environment and Resources, 15435938,147,5.501
239,Advanced Functional Materials,Advanced Functional Materials,1616301X,402,5.496
240,JAMA Pediatrics,JAMA Pediatrics,21686211,221,5.494
240,JAMA Pediatrics,JAMA Pediatrics, 21686203,221,5.494
241,EMBO Journal,EMBO Journal,02614189,429,5.489
241,EMBO Journal,EMBO Journal, 14602075,429,5.489
242,Journal of the American Chemical Society,Journal of the American Chemical Society,15205126,703,5.489
242,Journal of the American Chemical Society,Journal of the American Chemical Society, 00027863,703,5.489
243,Review of Accounting Studies,Review of Accounting Studies,15737136,97,5.481
243,Review of Accounting Studies,Review of Accounting Studies, 13806653,97,5.481
244,Annual Review of Medicine,Annual Review of Medicine,1545326X,176,5.480
244,Annual Review of Medicine,Annual Review of Medicine, 00664219,176,5.480
245,Manufacturing and Service Operations Management,Manufacturing and Service Operations Management,15265498,110,5.466
245,Manufacturing and Service Operations Management,Manufacturing and Service Operations Management, 15234614,110,5.466
246,Annual Review of Earth and Planetary Sciences,Annual Review of Earth and Planetary Sciences,846597,178,5.462
247,Annual Review of Public Health,Annual Review of Public Health,01637525,178,5.440
247,Annual Review of Public Health,Annual Review of Public Health, 15452093,178,5.440
248,Management Science,Management Science,00251909,290,5.438
248,Management Science,Management Science, 15265501,290,5.438
249,Journal of Consumer Research,Journal of Consumer Research,00935301,220,5.428
249,Journal of Consumer Research,Journal of Consumer Research, 15375277,220,5.428
250,Review of Corporate Finance Studies,Review of Corporate Finance Studies,20469136,24,5.418
250,Review of Corporate Finance Studies,Review of Corporate Finance Studies, 20469128,24,5.418
251,Annual Review of Ecology. Evolution. and Systematics,Annual Review of Ecology. Evolution. and Systematics,1543592X,247,5.403
252,Lancet Microbe. The,Lancet Microbe. The,26665247,42,5.392
253,Energy Storage Materials,Energy Storage Materials,24058297,158,5.374
254,IEEE Transactions on Wireless Communications,IEEE Transactions on Wireless Communications,15361276,251,5.371
254,IEEE Transactions on Wireless Communications,IEEE Transactions on Wireless Communications, 15582248,251,5.371
255,Advanced Photonics,Advanced Photonics,25775421,42,5.361
256,Organization Studies,Organization Studies,17413044,179,5.349
256,Organization Studies,Organization Studies, 01708406,179,5.349
257,American Journal of Respiratory and Critical Care Medicine,American Journal of Respiratory and Critical Care Medicine,1073449X,423,5.336
257,American Journal of Respiratory and Critical Care Medicine,American Journal of Respiratory and Critical Care Medicine, 15354970,423,5.336
258,Annals of Statistics,Annals of Statistics,905364,192,5.335
259,Molecular Systems Biology,Molecular Systems Biology,17444292,172,5.305
260,Angewandte Chemie - International Edition,Angewandte Chemie - International Edition,14337851,640,5.300
260,Angewandte Chemie - International Edition,Angewandte Chemie - International Edition, 15213773,640,5.300
261,EnergyChem,EnergyChem,25897780,40,5.274
262,Blood,Blood,15280020,525,5.272
262,Blood,Blood, 00064971,525,5.272
263,IEEE Transactions on Evolutionary Computation,IEEE Transactions on Evolutionary Computation,1089778X,210,5.209
264,Molecular Neurodegeneration,Molecular Neurodegeneration,17501326,115,5.205
265,Mycosphere,Mycosphere,20777019,40,5.204
265,Mycosphere,Mycosphere, 20777000,40,5.204
266,Carbon Energy,Carbon Energy,26379368,53,5.202
267,Reports on Progress in Physics,Reports on Progress in Physics,13616633,247,5.195
267,Reports on Progress in Physics,Reports on Progress in Physics, 00344885,247,5.195
268,Light: Science and Applications,Light: Science and Applications,20477538,153,5.187
269,Trends in Ecology and Evolution,Trends in Ecology and Evolution,01695347,381,5.165
269,Trends in Ecology and Evolution,Trends in Ecology and Evolution, 18728383,381,5.165
270,Journal of Public Economics,Journal of Public Economics,472727,174,5.144
271,Nature Plants,Nature Plants,2055026X,131,5.134
271,Nature Plants,Nature Plants, 20550278,131,5.134
272,Brookings Papers on Economic Activity,Brookings Papers on Economic Activity,00072303,96,5.133
272,Brookings Papers on Economic Activity,Brookings Papers on Economic Activity, 15334465,96,5.133
273,Applied Catalysis B: Environmental,Applied Catalysis B: Environmental,18733883,328,5.112
273,Applied Catalysis B: Environmental,Applied Catalysis B: Environmental, 09263373,328,5.112
274,Psychotherapy and Psychosomatics,Psychotherapy and Psychosomatics,00333190,117,5.104
274,Psychotherapy and Psychosomatics,Psychotherapy and Psychosomatics, 14230348,117,5.104
275,American Political Science Review,American Political Science Review,15375943,203,5.070
275,American Political Science Review,American Political Science Review, 00030554,203,5.070
276,Lancet Planetary Health. The,Lancet Planetary Health. The,25425196,72,5.057
277,Nature Ecology and Evolution,Nature Ecology and Evolution,2397334X,118,5.056
278,Matter,Matter,25902393,88,5.048
278,Matter,Matter, 25902385,88,5.048
279,Analytic Methods in Accident Research,Analytic Methods in Accident Research,22136657,54,5.020
280,Foundations and Trends in Systems and Control,Foundations and Trends in Systems and Control,23256826,19,5.016
280,Foundations and Trends in Systems and Control,Foundations and Trends in Systems and Control, 23256818,19,5.016
281,Genes and Development,Genes and Development,15495477,479,5.015
281,Genes and Development,Genes and Development, 08909369,479,5.015
282,Hepatology,Hepatology,02709139,403,5.011
282,Hepatology,Hepatology, 15273350,403,5.011
283,Journal of the National Cancer Institute,Journal of the National Cancer Institute,14602105,387,4.986
283,Journal of the National Cancer Institute,Journal of the National Cancer Institute, 00278874,387,4.986
284,Genome Medicine,Genome Medicine,1756994X,123,4.975
285,Radiocarbon,Radiocarbon,338222,92,4.956
286,Lancet Regional Health - Europe. The,Lancet Regional Health - Europe. The,26667762,44,4.955
287,PRX Quantum,PRX Quantum,26913399,46,4.954
288,Foundations and Trends in Computer Graphics and Vision,Foundations and Trends in Computer Graphics and Vision,15722740,27,4.952
289,Cancer Communications,Cancer Communications,25233548,79,4.950
290,Journal of Service Research,Journal of Service Research,10946705,148,4.948
290,Journal of Service Research,Journal of Service Research, 15527379,148,4.948
291,International Organization,International Organization,15315088,163,4.932
291,International Organization,International Organization, 00208183,163,4.932
292,Circulation Research,Circulation Research,00097330,385,4.903
292,Circulation Research,Circulation Research, 15244571,385,4.903
293,IEEE Signal Processing Magazine,IEEE Signal Processing Magazine,10535888,211,4.896
294,Annual Review of Marine Science,Annual Review of Marine Science,19410611,127,4.891
294,Annual Review of Marine Science,Annual Review of Marine Science, 19411405,127,4.891
295,Nature Food,Nature Food,26621355,57,4.891
296,Trends in Neurosciences,Trends in Neurosciences,01662236,318,4.891
296,Trends in Neurosciences,Trends in Neurosciences, 1878108X,318,4.891
297,Nature Communications,Nature Communications,20411723,522,4.887
298,Cell Systems,Cell Systems,24054720,87,4.872
298,Cell Systems,Cell Systems, 24054712,87,4.872
299,IEEE Transactions on Smart Grid,IEEE Transactions on Smart Grid,19493053,230,4.863
300,Annual Review of Financial Economics,Annual Review of Financial Economics,19411367,44,4.854
300,Annual Review of Financial Economics,Annual Review of Financial Economics, 19411375,44,4.854
301,Cellular and Molecular Immunology,Cellular and Molecular Immunology,20420226,124,4.838
301,Cellular and Molecular Immunology,Cellular and Molecular Immunology, 16727681,124,4.838
302,Journal of Clinical Investigation,Journal of Clinical Investigation,00219738,544,4.833
302,Journal of Clinical Investigation,Journal of Clinical Investigation, 15588238,544,4.833
303,Studies in Mycology,Studies in Mycology,1660616,118,4.821
304,Nature reviews. Rheumatology,Nature reviews. Rheumatology,17594790,182,4.818
304,Nature reviews. Rheumatology,Nature reviews. Rheumatology, 17594804,182,4.818
305,Acta Mathematica,Acta Mathematica,15962,76,4.814
306,Journal of Business Venturing,Journal of Business Venturing,8839026,224,4.813
307,Personality and Social Psychology Review,Personality and Social Psychology Review,10888683,185,4.795
307,Personality and Social Psychology Review,Personality and Social Psychology Review, 15327957,185,4.795
308,Cement and Concrete Research,Cement and Concrete Research,88846,288,4.781
309,Nature Synthesis,Nature Synthesis,27310582,25,4.759
310,Trends in Cognitive Sciences,Trends in Cognitive Sciences,1879307X,358,4.758
310,Trends in Cognitive Sciences,Trends in Cognitive Sciences, 13646613,358,4.758
311,Periodontology 2000,Periodontology 2000,09066713,151,4.744
311,Periodontology 2000,Periodontology 2000, 16000757,151,4.744
312,Acta Neuropathologica,Acta Neuropathologica,00016322,215,4.720
312,Acta Neuropathologica,Acta Neuropathologica, 14320533,215,4.720
313,Quantitative Economics,Quantitative Economics,17597323,36,4.720
313,Quantitative Economics,Quantitative Economics, 17597331,36,4.720
314,Educational Psychologist,Educational Psychologist,15326985,154,4.709
314,Educational Psychologist,Educational Psychologist, 00461520,154,4.709
315,Annual Review of Physical Chemistry,Annual Review of Physical Chemistry,0066426X,186,4.696
315,Annual Review of Physical Chemistry,Annual Review of Physical Chemistry, 15451593,186,4.696
316,IEEE/CAA Journal of Automatica Sinica,IEEE/CAA Journal of Automatica Sinica,23299266,83,4.696
316,IEEE/CAA Journal of Automatica Sinica,IEEE/CAA Journal of Automatica Sinica, 23299274,83,4.696
317,British Journal of Sports Medicine,British Journal of Sports Medicine,03063674,224,4.691
317,British Journal of Sports Medicine,British Journal of Sports Medicine, 14730480,224,4.691
318,Handbook of Industrial Organization,Handbook of Industrial Organization,1573448X,10,4.691
319,Brain,Brain,14602156,380,4.689
319,Brain,Brain, 00068950,380,4.689
320,Nano Energy,Nano Energy,22112855,255,4.685
321,Progress in Particle and Nuclear Physics,Progress in Particle and Nuclear Physics,1466410,129,4.672
322,Drug Resistance Updates,Drug Resistance Updates,13687646,132,4.665
322,Drug Resistance Updates,Drug Resistance Updates, 15322084,132,4.665
323,Ophthalmology,Ophthalmology,15494713,285,4.642
323,Ophthalmology,Ophthalmology, 01616420,285,4.642
324,Accounting Review,Accounting Review,00014826,192,4.640
324,Accounting Review,Accounting Review, 15587967,192,4.640
325,Blood cancer discovery,Blood cancer discovery,26433230,25,4.640
325,Blood cancer discovery,Blood cancer discovery, 26433249,25,4.640
326,JACC: Cardiovascular Imaging,JACC: Cardiovascular Imaging,1936878X,155,4.636
326,JACC: Cardiovascular Imaging,JACC: Cardiovascular Imaging, 18767591,155,4.636
327,Annual Review of Control. Robotics. and Autonomous Systems,Annual Review of Control. Robotics. and Autonomous Systems,25735144,36,4.633
328,American Journal of Political Science,American Journal of Political Science,00925853,204,4.629
328,American Journal of Political Science,American Journal of Political Science, 15405907,204,4.629
329,Clinical Cancer Research,Clinical Cancer Research,10780432,377,4.623
329,Clinical Cancer Research,Clinical Cancer Research, 15573265,377,4.623
330,GigaScience,GigaScience,2047217X,88,4.621
331,Political Analysis,Political Analysis,10471987,83,4.612
331,Political Analysis,Political Analysis, 14764989,83,4.612
332,Computational Visual Media,Computational Visual Media,20960662,27,4.608
332,Computational Visual Media,Computational Visual Media, 20960433,27,4.608
333,Journal of International Business Studies,Journal of International Business Studies,00472506,229,4.600
333,Journal of International Business Studies,Journal of International Business Studies, 14786990,229,4.600
334,ACS Nano,ACS Nano,1936086X,478,4.593
334,ACS Nano,ACS Nano, 19360851,478,4.593
335,Carbon Research,Carbon Research,27316696,17,4.585
336,Journal of International Economics,Journal of International Economics,18730353,159,4.583
336,Journal of International Economics,Journal of International Economics, 00221996,159,4.583
337,Journal of Management Studies,Journal of Management Studies,00222380,221,4.578
